run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,0.0,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49157212957749513,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088796216692117e-11,7.088796216692117e-11,2.155857386580521e-19,2.155857386580521e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,0.0,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.142857142857142e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4628912259790196,0.24571993777509119,0.24571993777509119,7.472878704499286e-10,7.472878704499286e-10,1.8973461690663385e-11,1.8973461690663385e-11,5.77024311102379e-20,5.77024311102379e-20,True,brentq,17,1.0,0.4905425298849347,-0.24905725352793098,0.6183455616676613,-0.2293657159531996,2.2331831209286026,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,7.142857142857142e-08,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.142857142857142e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49157212957749513,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088785114461871e-11,7.088785114461871e-11,2.1558540101503976e-19,2.1558540101503976e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,7.142857142857142e-08,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1.4285714285714285e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4628505563152498,0.24612136253601982,0.24612136253601982,7.485086906139595e-10,7.485086906139595e-10,2.7772201205422675e-11,2.7772201205422675e-11,8.446131512333097e-20,8.446131512333097e-20,True,brentq,17,1.0,0.49016408379786247,-0.24878192150321105,0.6181665083092022,-0.22929651536140755,2.2349416705678973,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,1.4285714285714285e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1.4285714285714285e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49157212957749513,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088785114461871e-11,7.088785114461871e-11,2.1558540101503976e-19,2.1558540101503976e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,1.4285714285714285e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,2.1428571428571428e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46277899228473196,0.24681793081894515,0.24681793081894515,7.506271065369143e-10,7.506271065369143e-10,4.657935148699721e-11,4.657935148699721e-11,1.4165795700110013e-19,1.4165795700110013e-19,True,brentq,17,1.0,0.4895925245933998,-0.24832930322136754,0.6179229952639232,-0.22920737637950067,2.2378471603340007,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,2.1428571428571428e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,2.1428571428571428e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088751807771132e-11,7.088751807771132e-11,2.1558438808600278e-19,2.1558438808600278e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,2.1428571428571428e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,2.857142857142857e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46273814994295087,0.24728126999223124,0.24728126999223124,7.520362219193947e-10,7.520362219193947e-10,1.0566283958901579e-10,1.0566283958901579e-10,3.213437179625247e-19,3.213437179625247e-19,True,brentq,17,1.0,0.4891122231215369,-0.247990805752841,0.6176215979376593,-0.22908980478448818,2.248917010184133,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,2.857142857142857e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,2.857142857142857e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088751807771132e-11,7.088751807771132e-11,2.1558438808600278e-19,2.1558438808600278e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,2.857142857142857e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,3.571428571428571e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46258946393695566,0.24854918562169448,0.24854918562169448,7.558922296134834e-10,7.558922296134834e-10,1.1597325877410469e-10,1.1597325877410469e-10,3.526999492314886e-19,3.526999492314886e-19,True,brentq,17,1.0,0.4878020962790873,-0.24703358349678184,0.6172732954172737,-0.22895415318399467,2.2523657785291036,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,3.571428571428571e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,3.571428571428571e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,3.571428571428571e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,4.2857142857142857e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46256454485210186,0.2489850305700135,0.2489850305700135,7.572177290671493e-10,7.572177290671493e-10,1.5663820240874315e-10,1.5663820240874315e-10,4.7637090326904835e-19,4.7637090326904835e-19,True,brentq,17,1.0,0.48764789381634904,-0.24690590323068332,0.6168718241952079,-0.228803097305638,2.2619986542905544,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,4.2857142857142857e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,4.2857142857142857e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,4.2857142857142857e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,5e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46252979682835305,0.24946809720707175,0.24946809720707175,7.586868399653584e-10,7.586868399653584e-10,2.7839225369419296e-10,2.7839225369419296e-10,8.466515020987394e-19,8.466515020987394e-19,True,brentq,17,1.0,0.48705891713093685,-0.24640349981311105,0.6165777117112368,-0.22869983146172815,2.2642307361439364,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,5e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,5e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,5e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,5.714285714285714e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4623631373029699,0.25094124553293684,0.25094124553293684,7.631670050071559e-10,7.631670050071559e-10,-4.628580851928632e-11,-4.628580851928632e-11,-1.407652288765024e-19,-1.407652288765024e-19,True,brentq,17,1.0,0.4850899892694364,-0.24499583988836024,0.6161705445832785,-0.2285359073658183,2.282749984845662,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,5.714285714285714e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,5.714285714285714e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,5.714285714285714e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,6.428571428571428e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46214777649864924,0.2527568026111496,0.2527568026111496,7.686885096719492e-10,7.686885096719492e-10,-6.897860060917083e-11,-6.897860060917083e-11,-2.09778954132019e-19,-2.09778954132019e-19,True,brentq,17,1.0,0.4831294114570528,-0.24358331107811446,0.6155813727441648,-0.2283042689187379,2.2602799566877074,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,6.428571428571428e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,6.428571428571428e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,6.428571428571428e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.142857142857142e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4619762128688995,0.25438289936298786,0.25438289936298786,7.736338242029134e-10,7.736338242029134e-10,-2.340572180514755e-10,-2.340572180514755e-10,-7.118189985918688e-19,-7.118189985918688e-19,True,brentq,17,1.0,0.48211218784378324,-0.24276033777016456,0.6152096912475886,-0.22817154110999743,2.275367164347756,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,7.142857142857142e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.142857142857142e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088674092159408e-11,7.088674092159408e-11,2.1558202458491647e-19,2.1558202458491647e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,7.142857142857142e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.857142857142856e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46187004950640376,0.25528644696226077,0.25528644696226077,7.763817093254012e-10,7.763817093254012e-10,-1.2732626064604347e-10,-1.2732626064604347e-10,-3.8722690161848044e-19,-3.8722690161848044e-19,True,brentq,17,1.0,0.48168602615039646,-0.24240720406332572,0.6149979866209873,-0.22809579279405842,2.2612473460433655,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,7.857142857142856e-07,,,,,,,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,7.857142857142856e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088829523382856e-11,7.088829523382856e-11,2.1558675158708908e-19,2.1558675158708908e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,L_gap,7.857142857142856e-07,,,,,,,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,8.571428571428571e-07,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46186431256917004,0.255799748400631,0.255799748400631,7.779427708422313e-10,7.779427708422313e-10,-3.011353943982442e-10,-3.011353943982442e-10,-9.158183484603472e-19,-9.158183484603472e-19,True,brentq,17,1.0,0.48151823592599163,-0.24230148425471965,0.6141250557186168,-0.22776083438785602,2.2601096881307683,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,L_gap,8.571428571428571e-07,,,,,,,
